Date Exécution;Locuteur Cible;Type Analyse;ID Discussion;Nb Segments Total;ID du Profil (Top 3);Similitude Moyenne;Score Min;Score Max;Ecart-Type
20260722_1010;operateur;INTER (Cible);audio-1773407028.22763;14;audio-1773407028.22763_operateur_13, audio-1773407028.22763_operateur_7, audio-1773407028.22763_operateur_26;0.1943;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1773402913.28607;19;audio-1773402913.28607_operateur_5, audio-1773402913.28607_operateur_34, audio-1773402913.28607_operateur_26;0.193;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1773403074.28717;6;audio-1773403074.28717_operateur_18, audio-1773403074.28717_operateur_16, audio-1773403074.28717_operateur_15;0.1859;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1775031826.41778;31;audio-1775031826.41778_operateur_37, audio-1775031826.41778_operateur_69, audio-1775031826.41778_operateur_57;0.1855;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1773407328.29939;12;audio-1773407328.29939_operateur_34, audio-1773407328.29939_operateur_38, audio-1773407328.29939_operateur_46;0.1845;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1773405457.29373;7;audio-1773405457.29373_operateur_7, audio-1773405457.29373_operateur_14, audio-1773405457.29373_operateur_13;0.1779;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1775026708.40952;9;audio-1775026708.40952_operateur_18, audio-1775026708.40952_operateur_17, audio-1775026708.40952_operateur_23;0.1745;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1775030856.31673;3;audio-1775030856.31673_operateur_7, audio-1775030856.31673_operateur_9, audio-1775030856.31673_operateur_3;0.1688;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1773402323.28388;4;audio-1773402323.28388_operateur_39, audio-1773402323.28388_operateur_6, audio-1773402323.28388_operateur_4;0.1687;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1773403591.28782;11;audio-1773403591.28782_operateur_33, audio-1773403591.28782_operateur_13, audio-1773403591.28782_operateur_3;0.1656;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1775028942.41407;6;audio-1775028942.41407_operateur_9, audio-1775028942.41407_operateur_8, audio-1775028942.41407_operateur_15;0.165;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1773400084.20925;9;audio-1773400084.20925_operateur_11, audio-1773400084.20925_operateur_18, audio-1773400084.20925_operateur_21;0.1575;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1773403821.28852;16;audio-1773403821.28852_operateur_12, audio-1773403821.28852_operateur_23, audio-1773403821.28852_operateur_7;0.1516;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1773401927.28348;11;audio-1773401927.28348_operateur_39, audio-1773401927.28348_operateur_34, audio-1773401927.28348_operateur_16;0.151;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1773406234.29636;10;audio-1773406234.29636_operateur_18, audio-1773406234.29636_operateur_6, audio-1773406234.29636_operateur_12;0.1507;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1773398359.26843;3;audio-1773398359.26843_operateur_37, audio-1773398359.26843_operateur_42, audio-1773398359.26843_operateur_35;0.148;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1773398331.26839;14;audio-1773398331.26839_operateur_20, audio-1773398331.26839_operateur_14, audio-1773398331.26839_operateur_24;0.14;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1773401440.28104;17;audio-1773401440.28104_operateur_48, audio-1773401440.28104_operateur_64, audio-1773401440.28104_operateur_43;0.1333;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1775031996.31819;5;audio-1775031996.31819_operateur_9, audio-1775031996.31819_operateur_11, audio-1775031996.31819_operateur_6;0.1284;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1775031968.41843;8;audio-1775031968.41843_operateur_16, audio-1775031968.41843_operateur_17, audio-1775031968.41843_operateur_19;0.124;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1773403414.28767;24;audio-1773403414.28767_operateur_17, audio-1773403414.28767_operateur_18, audio-1773403414.28767_operateur_28;0.124;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1773402731.28558;6;audio-1773402731.28558_operateur_32, audio-1773402731.28558_operateur_7, audio-1773402731.28558_operateur_14;0.1194;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1773400658.27514;10;audio-1773400658.27514_operateur_21, audio-1773400658.27514_operateur_20, audio-1773400658.27514_operateur_15;0.1066;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1773398880.26995;13;audio-1773398880.26995_operateur_22, audio-1773398880.26995_operateur_40, audio-1773398880.26995_operateur_9;0.1021;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1773404504.29223;7;audio-1773404504.29223_operateur_10, audio-1773404504.29223_operateur_15, audio-1773404504.29223_operateur_20;0.0991;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1773400315.27371;5;audio-1773400315.27371_operateur_16, audio-1773400315.27371_operateur_6, audio-1773400315.27371_operateur_15;0.0928;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1773405031.29314;9;audio-1773405031.29314_operateur_37, audio-1773405031.29314_operateur_7, audio-1773405031.29314_operateur_5;0.0868;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1775026276.40906;3;audio-1775026276.40906_operateur_2, audio-1775026276.40906_operateur_4, audio-1775026276.40906_operateur_5;0.0853;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1773404349.29066;11;audio-1773404349.29066_operateur_39, audio-1773404349.29066_operateur_41, audio-1773404349.29066_operateur_36;0.0814;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1775031713.41765;14;audio-1775031713.41765_operateur_8, audio-1775031713.41765_operateur_17, audio-1775031713.41765_operateur_10;0.0774;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1775028716.41313;3;audio-1775028716.41313_operateur_19, audio-1775028716.41313_operateur_16, audio-1775028716.41313_operateur_29;0.0705;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1773407004.29901;10;audio-1773407004.29901_operateur_19, audio-1773407004.29901_operateur_3, audio-1773407004.29901_operateur_28;0.0655;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1775031458.41751;6;audio-1775031458.41751_operateur_13, audio-1775031458.41751_operateur_19, audio-1775031458.41751_operateur_21;0.0599;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1775032164.41898;5;audio-1775032164.41898_operateur_40, audio-1775032164.41898_operateur_41, audio-1775032164.41898_operateur_5;0.0594;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1773398136.26807;5;audio-1773398136.26807_operateur_4, audio-1773398136.26807_operateur_22, audio-1773398136.26807_operateur_5;0.0526;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1773397929.26766;2;audio-1773397929.26766_operateur_6, audio-1773397929.26766_operateur_16;0.052;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1775026649.40948;6;audio-1775026649.40948_operateur_38, audio-1775026649.40948_operateur_4, audio-1775026649.40948_operateur_18;0.0515;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1775033408.42185;7;audio-1775033408.42185_operateur_13, audio-1775033408.42185_operateur_14, audio-1775033408.42185_operateur_8;0.0499;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1775026399.40938;6;audio-1775026399.40938_operateur_11, audio-1775026399.40938_operateur_8, audio-1775026399.40938_operateur_7;0.0443;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1775032532.42069;15;audio-1775032532.42069_operateur_40, audio-1775032532.42069_operateur_53, audio-1775032532.42069_operateur_62;0.0358;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1773403721.28842;20;audio-1773403721.28842_operateur_30, audio-1773403721.28842_operateur_18, audio-1773403721.28842_operateur_21;0.0355;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1775033905.42249;4;audio-1775033905.42249_operateur_30, audio-1775033905.42249_operateur_19, audio-1775033905.42249_operateur_15;0.0248;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1775025893.40608;4;audio-1775025893.40608_operateur_7, audio-1775025893.40608_operateur_5, audio-1775025893.40608_operateur_4;0.0247;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1773404182.28921;10;audio-1773404182.28921_operateur_11, audio-1773404182.28921_operateur_9, audio-1773404182.28921_operateur_25;0.0125;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1773406501.29799;8;audio-1773406501.29799_operateur_9, audio-1773406501.29799_operateur_41, audio-1773406501.29799_operateur_2;-0.005;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1775032192.32020;4;audio-1775032192.32020_operateur_5, audio-1775032192.32020_operateur_16, audio-1775032192.32020_operateur_19;-0.0071;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1773405378.29369;13;audio-1773405378.29369_operateur_19, audio-1773405378.29369_operateur_40, audio-1773405378.29369_operateur_42;-0.0141;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1773404602.29250;27;audio-1773404602.29250_operateur_43, audio-1773404602.29250_operateur_61, audio-1773404602.29250_operateur_9;-0.0465;N/A;N/A;N/A
20260722_1010;operateur;INTER (Cible);audio-1773406044.29570;19;audio-1773406044.29570_operateur_12, audio-1773406044.29570_operateur_26, audio-1773406044.29570_operateur_40;-0.0975;N/A;N/A;N/A
