Date Exécution;Locuteur Cible;Type Analyse;ID Discussion;Nb Segments Total;ID du Profil (Top 3);Similitude Moyenne;Score Min;Score Max;Ecart-Type
20260722_1020;operateur;INTER (Cible);audio-1775033408.42185;7;audio-1775033408.42185_operateur_13, audio-1775033408.42185_operateur_14, audio-1775033408.42185_operateur_8;0.3711;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1775030856.31673;3;audio-1775030856.31673_operateur_7, audio-1775030856.31673_operateur_9, audio-1775030856.31673_operateur_3;0.365;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773405378.29369;13;audio-1773405378.29369_operateur_19, audio-1773405378.29369_operateur_40, audio-1773405378.29369_operateur_42;0.3628;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773401927.28348;11;audio-1773401927.28348_operateur_39, audio-1773401927.28348_operateur_34, audio-1773401927.28348_operateur_16;0.3607;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1775032917.42139;21;audio-1775032917.42139_operateur_23, audio-1775032917.42139_operateur_22, audio-1775032917.42139_operateur_49;0.3605;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773403298.28728;15;audio-1773403298.28728_operateur_11, audio-1773403298.28728_operateur_6, audio-1773403298.28728_operateur_3;0.3582;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773400084.20925;9;audio-1773400084.20925_operateur_11, audio-1773400084.20925_operateur_18, audio-1773400084.20925_operateur_21;0.3527;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1775032192.32020;4;audio-1775032192.32020_operateur_5, audio-1775032192.32020_operateur_16, audio-1775032192.32020_operateur_19;0.3502;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773406501.29799;8;audio-1773406501.29799_operateur_9, audio-1773406501.29799_operateur_41, audio-1773406501.29799_operateur_2;0.3485;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773403721.28842;20;audio-1773403721.28842_operateur_30, audio-1773403721.28842_operateur_18, audio-1773403721.28842_operateur_21;0.3426;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773407004.29901;10;audio-1773407004.29901_operateur_19, audio-1773407004.29901_operateur_3, audio-1773407004.29901_operateur_28;0.341;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773404602.29250;27;audio-1773404602.29250_operateur_43, audio-1773404602.29250_operateur_61, audio-1773404602.29250_operateur_9;0.3379;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773404182.28921;10;audio-1773404182.28921_operateur_11, audio-1773404182.28921_operateur_9, audio-1773404182.28921_operateur_25;0.337;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1775031713.41765;14;audio-1775031713.41765_operateur_8, audio-1775031713.41765_operateur_17, audio-1775031713.41765_operateur_10;0.3358;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773406044.29570;19;audio-1773406044.29570_operateur_12, audio-1773406044.29570_operateur_26, audio-1773406044.29570_operateur_40;0.3354;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1775032606.32130;2;audio-1775032606.32130_operateur_5, audio-1775032606.32130_operateur_4;0.3285;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773401440.28104;17;audio-1773401440.28104_operateur_48, audio-1773401440.28104_operateur_64, audio-1773401440.28104_operateur_43;0.322;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773398331.26839;14;audio-1773398331.26839_operateur_20, audio-1773398331.26839_operateur_14, audio-1773398331.26839_operateur_24;0.3193;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1775031968.41843;8;audio-1775031968.41843_operateur_16, audio-1775031968.41843_operateur_17, audio-1775031968.41843_operateur_19;0.3107;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773404349.29066;11;audio-1773404349.29066_operateur_39, audio-1773404349.29066_operateur_41, audio-1773404349.29066_operateur_36;0.309;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773407028.22763;14;audio-1773407028.22763_operateur_13, audio-1773407028.22763_operateur_7, audio-1773407028.22763_operateur_26;0.303;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773401499.21513;3;audio-1773401499.21513_operateur_4, audio-1773401499.21513_operateur_3, audio-1773401499.21513_operateur_6;0.303;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773405031.29314;9;audio-1773405031.29314_operateur_37, audio-1773405031.29314_operateur_7, audio-1773405031.29314_operateur_5;0.2884;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773403821.28852;16;audio-1773403821.28852_operateur_12, audio-1773403821.28852_operateur_23, audio-1773403821.28852_operateur_7;0.2868;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773399390.27077;9;audio-1773399390.27077_operateur_8, audio-1773399390.27077_operateur_19, audio-1773399390.27077_operateur_7;0.286;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773406527.29803;15;audio-1773406527.29803_operateur_43, audio-1773406527.29803_operateur_10, audio-1773406527.29803_operateur_69;0.2844;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773400919.27578;5;audio-1773400919.27578_operateur_8, audio-1773400919.27578_operateur_9, audio-1773400919.27578_operateur_13;0.2793;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773398359.26843;3;audio-1773398359.26843_operateur_37, audio-1773398359.26843_operateur_42, audio-1773398359.26843_operateur_35;0.2683;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773402323.28388;4;audio-1773402323.28388_operateur_39, audio-1773402323.28388_operateur_6, audio-1773402323.28388_operateur_4;0.2649;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773398245.26823;4;audio-1773398245.26823_operateur_8, audio-1773398245.26823_operateur_6, audio-1773398245.26823_operateur_7;0.248;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1775031826.41778;31;audio-1775031826.41778_operateur_37, audio-1775031826.41778_operateur_69, audio-1775031826.41778_operateur_57;0.2472;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1775028716.41313;3;audio-1775028716.41313_operateur_19, audio-1775028716.41313_operateur_16, audio-1775028716.41313_operateur_29;0.2445;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773406234.29636;10;audio-1773406234.29636_operateur_18, audio-1773406234.29636_operateur_6, audio-1773406234.29636_operateur_12;0.2342;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773402731.28558;6;audio-1773402731.28558_operateur_32, audio-1773402731.28558_operateur_7, audio-1773402731.28558_operateur_14;0.2261;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773403414.28767;24;audio-1773403414.28767_operateur_17, audio-1773403414.28767_operateur_18, audio-1773403414.28767_operateur_28;0.2152;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773402913.28607;19;audio-1773402913.28607_operateur_5, audio-1773402913.28607_operateur_34, audio-1773402913.28607_operateur_26;0.2123;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1775030418.41623;3;audio-1775030418.41623_operateur_4, audio-1775030418.41623_operateur_10, audio-1775030418.41623_operateur_3;0.2113;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773400315.27371;5;audio-1773400315.27371_operateur_16, audio-1773400315.27371_operateur_6, audio-1773400315.27371_operateur_15;0.2087;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1775032737.32140;8;audio-1775032737.32140_operateur_21, audio-1775032737.32140_operateur_10, audio-1775032737.32140_operateur_3;0.2085;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773405810.29550;4;audio-1773405810.29550_operateur_6, audio-1773405810.29550_operateur_9, audio-1773405810.29550_operateur_3;0.2055;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773404163.28913;7;audio-1773404163.28913_operateur_9, audio-1773404163.28913_operateur_13, audio-1773404163.28913_operateur_8;0.2053;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1775031458.41751;6;audio-1775031458.41751_operateur_13, audio-1775031458.41751_operateur_19, audio-1775031458.41751_operateur_21;0.2046;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773404504.29223;7;audio-1773404504.29223_operateur_10, audio-1773404504.29223_operateur_15, audio-1773404504.29223_operateur_20;0.2003;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773403450.28778;10;audio-1773403450.28778_operateur_39, audio-1773403450.28778_operateur_18, audio-1773403450.28778_operateur_11;0.1869;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773400104.27333;9;audio-1773400104.27333_operateur_25, audio-1773400104.27333_operateur_16, audio-1773400104.27333_operateur_9;0.1849;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1775026399.40938;6;audio-1775026399.40938_operateur_11, audio-1775026399.40938_operateur_8, audio-1775026399.40938_operateur_7;0.1848;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1775033540.32214;14;audio-1775033540.32214_operateur_48, audio-1775033540.32214_operateur_28, audio-1775033540.32214_operateur_25;0.1835;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1775031996.31819;5;audio-1775031996.31819_operateur_9, audio-1775031996.31819_operateur_11, audio-1775031996.31819_operateur_6;0.1765;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1775028942.41407;6;audio-1775028942.41407_operateur_9, audio-1775028942.41407_operateur_8, audio-1775028942.41407_operateur_15;0.1754;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773403591.28782;11;audio-1773403591.28782_operateur_33, audio-1773403591.28782_operateur_13, audio-1773403591.28782_operateur_3;0.1617;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773398880.26995;13;audio-1773398880.26995_operateur_22, audio-1773398880.26995_operateur_40, audio-1773398880.26995_operateur_9;0.1612;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773400658.27514;10;audio-1773400658.27514_operateur_21, audio-1773400658.27514_operateur_20, audio-1773400658.27514_operateur_15;0.1542;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773401109.27876;8;audio-1773401109.27876_operateur_13, audio-1773401109.27876_operateur_3, audio-1773401109.27876_operateur_6;0.1495;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773407172.29929;3;audio-1773407172.29929_operateur_4, audio-1773407172.29929_operateur_3, audio-1773407172.29929_operateur_8;0.1476;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773403074.28717;6;audio-1773403074.28717_operateur_18, audio-1773403074.28717_operateur_16, audio-1773403074.28717_operateur_15;0.1444;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773405457.29373;7;audio-1773405457.29373_operateur_7, audio-1773405457.29373_operateur_14, audio-1773405457.29373_operateur_13;0.1266;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773407328.29939;12;audio-1773407328.29939_operateur_34, audio-1773407328.29939_operateur_38, audio-1773407328.29939_operateur_46;0.1136;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773405730.29546;4;audio-1773405730.29546_operateur_18, audio-1773405730.29546_operateur_17, audio-1773405730.29546_operateur_6;0.1048;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773398901.26999;30;audio-1773398901.26999_operateur_28, audio-1773398901.26999_operateur_4, audio-1773398901.26999_operateur_3;0.0807;N/A;N/A;N/A
20260722_1020;operateur;INTER (Cible);audio-1773402260.28378;21;audio-1773402260.28378_operateur_27, audio-1773402260.28378_operateur_28, audio-1773402260.28378_operateur_19;0.0248;N/A;N/A;N/A
